id,education,marital_status,income$,kidhome,teenhome,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,response,complain,country,age,year,month,month_name,day,day_name,quarter,weekday,week_categories,season,days_of_purchases
5493,Graduation,Married,39356.0,1,1,15.0,0.0,2.0,0.0,0.0,6.0,1,1,0,2,6,1,0,0,0,0,0,0,SP,48,2014,3,March,19,Wednesday,1,2,WorkDay,Spring,Recent
2666,Master,Married,76234.0,0,1,519.0,50.0,167.0,130.0,0.0,41.0,1,8,3,11,3,0,1,0,0,0,0,0,CA,52,2014,2,February,6,Thursday,1,3,WorkDay,Winter,Recent
10099,Graduation,Married,55434.0,1,0,238.0,115.0,215.0,169.0,69.0,76.0,3,5,3,13,4,0,0,0,0,0,0,0,SA,40,2013,10,October,5,Saturday,4,5,WeekEnd,Fall,Recent
10562,Master,Married,66835.0,0,0,620.0,26.0,195.0,34.0,17.0,141.0,1,6,4,13,2,0,0,0,0,0,0,0,IND,78,2013,9,September,28,Saturday,3,5,WeekEnd,Fall,Recent
7881,Master,Married,66835.0,0,0,620.0,26.0,195.0,34.0,17.0,141.0,1,6,4,13,2,0,0,0,0,0,0,0,SP,78,2013,9,September,28,Saturday,3,5,WeekEnd,Fall,Recent
6721,Graduation,Married,71965.0,0,1,572.0,19.0,286.0,50.0,38.0,248.0,3,6,3,5,3,0,0,0,0,0,0,0,CA,73,2013,7,July,29,Monday,3,0,WorkDay,Summer,Recent
5204,Graduation,Together,74538.0,0,0,380.0,98.0,733.0,110.0,112.0,28.0,1,8,8,5,3,0,0,1,0,0,1,0,SP,53,2013,6,June,29,Saturday,2,5,WeekEnd,Summer,Recent
5209,Graduation,Divorced,50002.0,0,1,443.0,5.0,71.0,21.0,16.0,82.0,2,8,2,7,7,0,0,0,0,0,0,0,SA,70,2013,6,June,17,Monday,2,0,WorkDay,Summer,Recent
10128,Graduation,Together,53977.0,0,1,620.0,16.0,165.0,0.0,24.0,82.0,5,5,5,12,5,0,0,0,0,0,0,0,CA,66,2013,6,June,8,Saturday,2,5,WeekEnd,Summer,Recent
9284,Graduation,Together,53977.0,0,1,620.0,16.0,165.0,0.0,24.0,82.0,5,5,5,12,5,0,0,0,0,0,0,0,SP,66,2013,6,June,8,Saturday,2,5,WeekEnd,Summer,Recent
8643,Graduation,Together,69930.0,0,0,252.0,98.0,827.0,219.0,70.0,196.0,1,4,5,12,3,0,0,0,0,0,0,0,IND,53,2013,5,May,26,Sunday,2,6,WeekEnd,Spring,Recent
1685,PhD,Together,62981.0,0,0,796.0,14.0,590.0,38.0,44.0,0.0,1,4,5,13,3,0,1,0,0,0,0,0,CA,57,2013,3,March,17,Sunday,1,6,WeekEnd,Spring,Recent
2877,Master,Together,46014.0,1,1,410.0,0.0,59.0,19.0,9.0,44.0,10,7,1,8,7,0,0,0,0,0,0,0,SA,50,2013,1,January,21,Monday,1,0,WorkDay,Winter,Recent
8369,Graduation,Together,18227.0,1,0,1.0,2.0,7.0,4.0,3.0,11.0,1,0,1,2,8,0,0,0,0,0,0,0,SP,37,2012,11,November,8,Thursday,4,3,WorkDay,Fall,Recent
6233,Graduation,Married,65991.0,0,1,507.0,19.0,364.0,25.0,47.0,9.0,3,9,5,10,7,0,0,0,0,0,0,0,SP,48,2012,9,September,7,Friday,3,4,WorkDay,Fall,Recent
195,Graduation,Single,38808.0,1,0,125.0,17.0,52.0,3.0,19.0,30.0,4,5,1,4,8,1,0,0,0,0,1,0,SP,52,2012,8,August,26,Sunday,3,6,WeekEnd,Summer,Recent
1501,PhD,Married,160803.0,0,0,55.0,16.0,1622.0,17.0,3.0,4.0,15,0,28,1,0,0,0,0,0,0,0,0,US,42,2012,8,August,4,Saturday,3,5,WeekEnd,Summer,Recent
10846,Master,Married,43783.0,1,0,327.0,9.0,125.0,25.0,4.0,139.0,6,7,1,8,7,1,0,0,0,0,0,0,CA,46,2014,5,May,29,Thursday,2,3,WorkDay,Spring,Recent
8341,PhD,Married,30396.0,1,0,15.0,0.0,6.0,0.0,1.0,12.0,2,1,1,2,7,1,0,0,0,0,1,0,SP,55,2014,4,April,30,Wednesday,2,2,WorkDay,Spring,Recent
10766,PhD,Married,65526.0,0,1,397.0,19.0,69.0,12.0,0.0,9.0,1,4,4,8,2,0,0,0,0,0,0,0,SP,60,2014,4,April,11,Friday,2,4,WorkDay,Spring,Recent
9971,PhD,Married,65526.0,0,1,397.0,19.0,69.0,12.0,0.0,9.0,1,4,4,8,2,0,0,0,0,0,0,0,SA,60,2014,4,April,11,Friday,2,4,WorkDay,Spring,Recent
1740,Graduation,Married,55956.0,0,0,760.0,38.0,104.0,50.0,9.0,38.0,2,7,3,4,4,0,1,0,0,0,0,0,SP,80,2014,4,April,7,Monday,2,0,WorkDay,Spring,Recent
8737,Graduation,Divorced,55563.0,0,1,29.0,1.0,9.0,2.0,0.0,2.0,1,2,0,3,3,0,0,0,0,0,0,0,SP,46,2014,4,April,5,Saturday,2,5,WeekEnd,Spring,Recent
6466,PhD,Married,57236.0,1,1,105.0,0.0,9.0,2.0,1.0,4.0,3,2,1,4,3,0,0,0,0,0,0,0,SP,59,2014,3,March,12,Wednesday,1,2,WorkDay,Spring,Recent
10430,Graduation,Divorced,89694.0,1,1,1126.0,28.0,211.0,37.0,28.0,42.0,3,4,3,4,5,0,1,1,1,0,0,0,AUS,51,2013,10,October,9,Wednesday,4,2,WorkDay,Fall,Recent
8773,Master,Together,57420.0,0,1,280.0,0.0,18.0,0.0,0.0,24.0,3,5,1,6,7,0,1,0,0,0,0,0,US,53,2013,6,June,25,Tuesday,2,1,WorkDay,Summer,Recent
2371,Graduation,Married,33622.0,1,1,39.0,1.0,22.0,3.0,4.0,12.0,3,2,0,4,7,0,0,0,0,0,0,0,GER,52,2013,4,April,13,Saturday,2,5,WeekEnd,Spring,Recent
7786,PhD,Single,29999.0,1,0,68.0,7.0,59.0,10.0,5.0,11.0,4,3,1,4,8,0,0,0,0,0,0,0,SP,38,2013,2,February,13,Wednesday,1,2,WorkDay,Winter,Recent
4088,PhD,Together,31497.0,0,1,108.0,1.0,28.0,13.0,1.0,4.0,2,3,1,4,8,0,0,0,0,0,0,0,SP,62,2012,12,December,6,Thursday,4,3,WorkDay,Winter,Recent
4971,PhD,Together,31497.0,0,1,108.0,1.0,28.0,13.0,1.0,4.0,2,3,1,4,8,0,0,0,0,0,0,0,SA,62,2012,12,December,6,Thursday,4,3,WorkDay,Winter,Recent
10560,PhD,Single,36802.0,1,0,16.0,1.0,2.0,0.0,0.0,1.0,1,1,0,3,5,0,0,0,0,0,0,0,SP,44,2014,6,June,16,Monday,2,0,WorkDay,Summer,Recent
6892,Graduation,Divorced,61671.0,0,1,641.0,7.0,56.0,0.0,0.0,28.0,8,10,4,6,8,0,1,0,1,0,0,0,SP,56,2014,6,June,3,Tuesday,2,1,WorkDay,Summer,Recent
1818,PhD,Together,29732.0,1,0,25.0,0.0,8.0,0.0,1.0,4.0,1,2,0,2,9,0,0,0,0,0,0,0,CA,53,2014,3,March,25,Tuesday,1,1,WorkDay,Spring,Recent
9485,PhD,Married,45921.0,0,0,102.0,9.0,49.0,24.0,3.0,12.0,1,2,1,6,4,0,0,0,0,0,0,0,SA,38,2014,3,March,10,Monday,1,0,WorkDay,Spring,Recent
6646,Graduation,Together,16529.0,1,0,3.0,0.0,5.0,13.0,0.0,1.0,1,1,0,3,6,0,0,0,0,0,0,0,CA,40,2014,3,March,1,Saturday,1,5,WeekEnd,Spring,Recent
4248,Master,Single,98777.0,0,0,1000.0,19.0,711.0,125.0,115.0,38.0,0,4,6,9,1,0,1,0,0,0,0,0,SP,64,2014,2,February,17,Monday,1,0,WorkDay,Winter,Recent
7451,Master,Single,98777.0,0,0,1000.0,19.0,711.0,125.0,115.0,38.0,0,4,6,9,1,0,1,0,0,0,0,0,SP,64,2014,2,February,17,Monday,1,0,WorkDay,Winter,Recent
7861,Master,Married,77027.0,0,1,820.0,57.0,242.0,45.0,0.0,11.0,2,8,3,6,4,0,0,0,0,0,0,0,SP,72,2014,2,February,5,Wednesday,1,2,WorkDay,Winter,Recent
5232,Graduation,Married,69139.0,0,1,86.0,12.0,75.0,33.0,15.0,6.0,1,4,1,5,4,0,0,0,0,0,0,0,SP,59,2014,1,January,27,Monday,1,0,WorkDay,Winter,Recent
3011,Graduation,Married,69139.0,0,1,86.0,12.0,75.0,33.0,15.0,6.0,1,4,1,5,4,0,0,0,0,0,0,0,SA,59,2014,1,January,27,Monday,1,0,WorkDay,Winter,Recent
5758,Graduation,Married,65169.0,0,0,1074.0,0.0,69.0,0.0,0.0,46.0,1,10,4,13,6,1,0,1,1,1,1,0,SP,42,2014,1,January,14,Tuesday,1,1,WorkDay,Winter,Recent
2173,Graduation,Widow,40049.0,0,1,13.0,6.0,7.0,0.0,3.0,3.0,1,1,0,3,6,0,0,0,0,0,0,0,SP,72,2013,10,October,16,Wednesday,4,2,WorkDay,Fall,Recent
10711,Graduation,Married,69755.0,0,0,217.0,77.0,373.0,111.0,23.0,93.0,1,3,6,12,1,0,0,0,0,0,0,0,SA,79,2013,10,October,2,Wednesday,4,2,WorkDay,Fall,Recent
8268,PhD,Married,,0,1,352.0,0.0,27.0,10.0,0.0,15.0,3,6,1,7,6,0,0,0,0,0,0,0,CA,63,2013,7,July,11,Thursday,3,3,WorkDay,Summer,Recent
2782,PhD,Married,54456.0,0,1,352.0,0.0,27.0,10.0,0.0,15.0,3,6,1,7,6,0,0,0,0,0,0,0,SP,63,2013,7,July,11,Thursday,3,3,WorkDay,Summer,Recent
9432,Graduation,Together,666666.0,1,0,9.0,14.0,18.0,8.0,1.0,12.0,4,3,1,3,6,0,0,0,0,0,0,0,SA,47,2013,6,June,2,Sunday,2,6,WeekEnd,Summer,Recent
5872,Graduation,Single,60689.0,0,1,240.0,90.0,216.0,63.0,6.0,24.0,4,4,4,10,3,0,0,0,0,0,0,0,US,73,2013,6,June,1,Saturday,2,5,WeekEnd,Summer,Recent
11187,Basic,Single,26487.0,1,0,2.0,8.0,10.0,12.0,14.0,23.0,3,2,1,3,5,0,0,0,0,0,0,0,CA,46,2013,5,May,20,Monday,2,0,WorkDay,Spring,Recent
2428,Graduation,Married,28164.0,1,0,3.0,18.0,26.0,11.0,8.0,12.0,3,2,0,4,7,0,0,0,0,0,0,0,GER,54,2013,5,May,4,Saturday,2,5,WeekEnd,Spring,Recent
1726,Graduation,Single,22585.0,0,0,3.0,9.0,15.0,13.0,2.0,39.0,1,1,1,2,9,1,0,0,0,0,1,0,SP,54,2013,3,March,18,Monday,1,0,WorkDay,Spring,Recent
1802,Graduation,Married,64795.0,0,1,412.0,5.0,119.0,38.0,29.0,77.0,3,3,3,12,2,0,0,0,0,0,0,0,SP,53,2013,1,January,17,Thursday,1,3,WorkDay,Winter,Recent
1162,PhD,Single,42000.0,0,0,124.0,83.0,267.0,85.0,59.0,35.0,2,5,2,11,5,0,0,0,0,0,1,0,SP,37,2013,1,January,10,Thursday,1,3,WorkDay,Winter,Recent
10643,PhD,Single,42000.0,0,0,124.0,83.0,267.0,85.0,59.0,35.0,2,5,2,11,5,0,0,0,0,0,1,0,AUS,37,2013,1,January,10,Thursday,1,3,WorkDay,Winter,Recent
11112,Graduation,Together,70713.0,0,1,736.0,114.0,279.0,82.0,76.0,190.0,6,5,6,8,3,0,0,0,0,0,0,0,SP,58,2012,12,December,3,Monday,4,0,WorkDay,Winter,Recent
2114,PhD,Single,82800.0,0,0,1006.0,22.0,115.0,59.0,68.0,45.0,1,7,6,12,3,0,0,1,1,0,1,0,US,78,2012,11,November,24,Saturday,4,5,WeekEnd,Fall,Recent
4261,PhD,Single,82800.0,0,0,1006.0,22.0,115.0,59.0,68.0,45.0,1,7,6,12,3,0,0,1,1,0,1,0,SA,78,2012,11,November,24,Saturday,4,5,WeekEnd,Fall,Recent
2457,Basic,Married,30801.0,0,1,8.0,4.0,5.0,15.0,2.0,11.0,2,1,0,3,7,0,0,0,0,0,0,0,SP,49,2012,10,October,26,Friday,4,4,WorkDay,Fall,Recent
2495,Master,Married,83891.0,0,1,217.0,38.0,350.0,111.0,85.0,15.0,1,4,7,10,1,0,0,0,0,0,0,0,SP,50,2014,6,June,20,Friday,2,4,WorkDay,Summer,Recent
6983,Master,Divorced,38054.0,1,1,23.0,2.0,17.0,2.0,1.0,0.0,2,2,0,3,7,0,0,0,0,0,0,0,IND,74,2014,5,May,1,Thursday,2,3,WorkDay,Spring,Recent
3436,Graduation,Married,14045.0,1,0,11.0,0.0,5.0,2.0,1.0,1.0,1,1,0,3,7,0,0,0,0,0,0,0,SP,55,2014,1,January,26,Sunday,1,6,WeekEnd,Winter,Recent
7505,PhD,Married,44155.0,1,1,22.0,1.0,9.0,0.0,0.0,14.0,1,1,1,2,4,0,0,0,0,0,0,0,SP,67,2014,1,January,19,Sunday,1,6,WeekEnd,Winter,Recent
4286,PhD,Single,57642.0,0,1,580.0,6.0,58.0,8.0,0.0,27.0,3,7,6,6,4,1,0,0,0,0,0,0,IND,54,2014,1,January,9,Thursday,1,3,WorkDay,Winter,Recent
7224,Graduation,Married,31353.0,1,1,10.0,0.0,10.0,3.0,1.0,7.0,2,1,1,2,8,0,0,0,0,0,0,0,IND,47,2013,12,December,29,Sunday,4,6,WeekEnd,Winter,Recent
6215,Graduation,Married,31353.0,1,1,10.0,0.0,10.0,3.0,1.0,7.0,2,1,1,2,8,0,0,0,0,0,1,0,SA,47,2013,12,December,29,Sunday,4,6,WeekEnd,Winter,Recent
968,Master,Divorced,41335.0,1,0,112.0,19.0,21.0,16.0,14.0,5.0,3,4,1,4,7,0,0,0,0,0,0,0,AUS,56,2013,12,December,26,Thursday,4,3,WorkDay,Winter,Recent
4096,Master,Divorced,41335.0,1,0,112.0,19.0,21.0,16.0,14.0,5.0,3,4,1,4,7,0,0,0,0,0,0,0,US,56,2013,12,December,26,Thursday,4,3,WorkDay,Winter,Recent
3153,PhD,Single,40737.0,2,1,11.0,0.0,4.0,0.0,0.0,2.0,1,1,0,2,8,0,0,0,0,0,0,0,SA,67,2013,12,December,8,Sunday,4,6,WeekEnd,Winter,Recent
6504,2n Cycle,Together,19789.0,1,0,2.0,5.0,9.0,28.0,6.0,28.0,3,2,1,3,5,1,0,0,0,0,0,0,SP,49,2013,11,November,20,Wednesday,4,2,WorkDay,Fall,Recent
5329,PhD,Divorced,35946.0,1,1,8.0,0.0,3.0,0.0,0.0,0.0,1,0,0,3,5,0,0,0,0,0,0,0,AUS,75,2013,9,September,27,Friday,3,4,WorkDay,Fall,Recent
1175,Master,Married,36262.0,0,0,88.0,39.0,54.0,64.0,28.0,153.0,1,3,5,3,6,1,0,0,0,0,1,0,SP,41,2013,9,September,20,Friday,3,4,WorkDay,Fall,Recent
1377,Master,Widow,44551.0,0,1,182.0,4.0,33.0,0.0,0.0,66.0,2,4,1,5,7,0,0,0,0,0,0,0,SA,70,2013,8,August,31,Saturday,3,5,WeekEnd,Summer,Recent
4607,Graduation,Together,71367.0,0,0,227.0,23.0,389.0,42.0,21.0,75.0,1,4,5,7,2,0,0,0,0,0,0,0,SP,65,2013,8,August,23,Friday,3,4,WorkDay,Summer,Recent
4944,Graduation,Together,71367.0,0,0,227.0,23.0,389.0,42.0,21.0,75.0,1,4,5,7,2,0,0,0,0,0,0,0,SP,65,2013,8,August,23,Friday,3,4,WorkDay,Summer,Recent
9483,Graduation,Together,57957.0,0,1,290.0,59.0,177.0,77.0,5.0,29.0,7,4,6,8,3,0,0,0,0,0,0,1,CA,65,2013,8,August,19,Monday,3,0,WorkDay,Summer,Recent
1378,2n Cycle,Together,50334.0,0,1,284.0,16.0,160.0,84.0,16.0,134.0,6,7,4,6,6,0,0,0,0,0,0,0,SA,52,2013,7,July,24,Wednesday,3,2,WorkDay,Summer,Recent
5991,Master,Married,48150.0,0,1,173.0,2.0,39.0,3.0,2.0,47.0,3,5,1,4,7,0,0,0,0,0,0,0,GER,75,2013,6,June,8,Saturday,2,5,WeekEnd,Summer,Recent
2807,Graduation,Married,56796.0,0,1,656.0,38.0,161.0,62.0,47.0,37.0,3,8,9,7,7,0,0,0,0,0,0,0,SP,55,2013,2,February,16,Saturday,1,5,WeekEnd,Winter,Recent
1052,Graduation,Married,56796.0,0,1,656.0,38.0,161.0,62.0,47.0,37.0,3,8,9,7,7,0,0,0,0,0,0,0,AUS,55,2013,2,February,16,Saturday,1,5,WeekEnd,Winter,Recent
9760,PhD,Widow,52278.0,0,1,953.0,0.0,71.0,0.0,0.0,174.0,6,10,5,10,8,0,0,0,0,0,1,0,SA,61,2013,1,January,25,Friday,1,4,WorkDay,Winter,Recent
7101,PhD,Widow,52278.0,0,1,953.0,0.0,71.0,0.0,0.0,174.0,6,10,5,10,8,0,0,0,0,0,0,0,SP,61,2013,1,January,25,Friday,1,4,WorkDay,Winter,Recent
9909,2n Cycle,Married,7500.0,0,0,3.0,18.0,14.0,15.0,22.0,50.0,3,3,1,3,9,0,0,0,0,0,1,0,AUS,28,2012,11,November,9,Friday,4,4,WorkDay,Fall,Recent
5907,Master,Married,33444.0,1,1,8.0,0.0,8.0,0.0,0.0,2.0,1,1,0,2,8,0,0,0,0,0,0,0,SP,72,2012,11,November,3,Saturday,4,5,WeekEnd,Fall,Recent
793,Graduation,Married,20895.0,1,0,18.0,3.0,17.0,3.0,0.0,4.0,1,2,0,3,9,0,0,0,0,0,0,0,AUS,51,2012,10,October,6,Saturday,4,5,WeekEnd,Fall,Recent
8832,Master,Together,37509.0,1,0,37.0,5.0,56.0,12.0,8.0,5.0,2,3,0,4,7,0,0,0,0,0,0,0,GER,48,2012,9,September,12,Wednesday,3,2,WorkDay,Fall,Recent
2535,Master,Married,88097.0,1,0,163.0,0.0,480.0,0.0,126.0,75.0,1,6,5,8,9,0,1,1,1,0,1,0,SP,46,2012,8,August,18,Saturday,3,5,WeekEnd,Summer,Recent
1523,Graduation,Married,59041.0,1,1,69.0,2.0,15.0,2.0,2.0,6.0,2,2,0,4,5,0,0,0,0,0,0,0,SA,51,2014,5,May,7,Wednesday,2,2,WorkDay,Spring,Recent
1839,Graduation,Single,43322.0,0,0,56.0,7.0,48.0,10.0,2.0,18.0,1,3,0,4,7,0,0,0,0,0,0,0,IND,50,2014,4,April,21,Monday,2,0,WorkDay,Spring,Recent
9972,PhD,Together,46015.0,1,1,38.0,0.0,2.0,0.0,0.0,6.0,1,1,0,3,7,1,0,0,0,1,0,0,SA,69,2014,4,April,13,Sunday,2,6,WeekEnd,Spring,Recent
2945,PhD,Together,46015.0,1,1,38.0,0.0,2.0,0.0,0.0,6.0,1,1,0,3,7,1,0,0,0,1,0,0,CA,69,2014,4,April,13,Sunday,2,6,WeekEnd,Spring,Recent
9291,Master,Married,34242.0,0,1,8.0,2.0,4.0,0.0,0.0,1.0,1,0,0,3,5,0,0,0,0,0,0,0,SP,65,2014,3,March,23,Sunday,1,6,WeekEnd,Spring,Recent
2829,Graduation,Married,65210.0,0,1,626.0,0.0,70.0,0.0,7.0,28.0,2,9,3,8,6,0,1,0,1,0,0,0,CA,69,2014,3,March,10,Monday,1,0,WorkDay,Spring,Recent
8594,PhD,Widow,50520.0,0,1,112.0,0.0,6.0,2.0,1.0,14.0,2,3,1,3,6,0,0,0,0,0,0,0,SP,66,2014,1,January,28,Tuesday,1,1,WorkDay,Winter,Recent
1592,Graduation,Married,90765.0,0,0,547.0,99.0,812.0,151.0,82.0,33.0,0,4,6,5,1,0,0,1,1,0,0,0,CA,54,2014,1,January,24,Friday,1,4,WorkDay,Winter,Recent
4310,Graduation,Married,80589.0,0,0,507.0,93.0,520.0,242.0,40.0,26.0,1,5,10,5,1,0,0,0,1,0,1,0,AUS,80,2014,1,January,22,Wednesday,1,2,WorkDay,Winter,Recent
6950,Master,Married,49572.0,1,1,35.0,1.0,16.0,0.0,1.0,1.0,2,2,0,3,7,0,0,0,0,0,0,0,CA,66,2013,12,December,15,Sunday,4,6,WeekEnd,Winter,Recent
8492,Graduation,Together,75437.0,0,0,795.0,0.0,545.0,95.0,58.0,0.0,1,8,4,10,6,0,0,0,1,0,0,0,SP,46,2013,11,November,9,Saturday,4,5,WeekEnd,Fall,Recent
5684,Master,Divorced,44635.0,1,1,56.0,0.0,9.0,0.0,0.0,3.0,2,2,0,3,7,0,0,0,0,0,0,0,SP,53,2013,10,October,11,Friday,4,4,WorkDay,Fall,Recent
5909,Graduation,Married,58512.0,0,1,895.0,10.0,101.0,13.0,0.0,152.0,5,3,4,8,8,0,0,0,0,0,0,0,GER,60,2013,9,September,19,Thursday,3,3,WorkDay,Fall,Recent
9855,PhD,Single,62000.0,0,1,899.0,0.0,101.0,0.0,0.0,20.0,1,6,6,13,4,0,0,0,1,0,0,0,SP,72,2013,8,August,25,Sunday,3,6,WeekEnd,Summer,Recent
975,Graduation,Single,54252.0,1,1,178.0,4.0,26.0,8.0,4.0,44.0,5,4,1,5,6,0,0,0,0,0,0,0,AUS,68,2013,5,May,28,Tuesday,2,1,WorkDay,Spring,Recent
8754,PhD,Together,45068.0,0,1,14.0,0.0,3.0,0.0,0.0,3.0,1,1,0,2,7,0,0,0,0,0,0,0,SP,50,2013,5,May,16,Thursday,2,3,WorkDay,Spring,Recent
1456,Graduation,Single,60474.0,0,1,265.0,199.0,303.0,234.0,9.0,170.0,7,10,2,12,7,0,0,0,0,0,0,0,IND,45,2013,4,April,1,Monday,2,0,WorkDay,Spring,Recent
2849,Graduation,Single,60474.0,0,1,265.0,199.0,303.0,234.0,9.0,170.0,7,10,2,12,7,0,0,0,0,0,0,0,CA,45,2013,4,April,1,Monday,2,0,WorkDay,Spring,Recent
9984,2n Cycle,Married,56337.0,1,1,349.0,16.0,144.0,28.0,5.0,182.0,5,8,5,4,8,1,0,0,1,0,1,0,SP,43,2013,3,March,27,Wednesday,1,2,WorkDay,Spring,Recent
5527,Graduation,Together,22434.0,1,0,4.0,12.0,11.0,3.0,13.0,15.0,2,2,0,3,8,0,0,0,0,0,0,0,SP,37,2013,2,February,13,Wednesday,1,2,WorkDay,Winter,Recent
5628,Graduation,Together,61416.0,0,0,848.0,154.0,323.0,201.0,61.0,78.0,1,10,3,10,6,1,0,0,0,0,0,0,US,42,2013,2,February,8,Friday,1,4,WorkDay,Winter,Recent
7627,Master,Married,92163.0,0,0,817.0,183.0,797.0,106.0,163.0,20.0,0,5,11,5,2,0,0,1,1,0,1,0,SP,49,2012,12,December,12,Wednesday,4,2,WorkDay,Winter,Recent
1351,Master,Together,58656.0,0,1,962.0,12.0,194.0,16.0,24.0,12.0,4,7,8,13,6,0,0,1,0,0,0,0,SP,68,2012,9,September,20,Thursday,3,3,WorkDay,Fall,Recent
10629,2n Cycle,Married,,1,0,25.0,3.0,43.0,17.0,4.0,17.0,3,3,0,3,8,0,0,0,0,0,0,0,GER,51,2012,9,September,14,Friday,3,4,WorkDay,Fall,Recent
10395,Basic,Single,8940.0,1,0,1.0,45.0,3.0,4.0,6.0,42.0,3,3,1,3,8,0,0,0,0,0,0,0,SP,38,2012,8,August,22,Wednesday,3,2,WorkDay,Summer,Recent
6961,Graduation,Married,26751.0,2,0,1.0,1.0,5.0,0.0,3.0,1.0,1,1,0,2,8,0,0,0,0,0,0,0,SP,50,2014,5,May,22,Thursday,2,3,WorkDay,Spring,Recent
10196,Graduation,Married,71427.0,2,0,212.0,123.0,177.0,15.0,64.0,23.0,2,8,2,8,4,0,0,0,0,0,0,0,US,46,2014,3,March,12,Wednesday,1,2,WorkDay,Spring,Recent
6182,Graduation,Together,26646.0,1,0,11.0,4.0,20.0,10.0,3.0,5.0,2,2,0,4,6,0,0,0,0,0,0,0,US,40,2014,2,February,10,Monday,1,0,WorkDay,Winter,Recent
10432,Graduation,Divorced,19346.0,1,0,2.0,0.0,9.0,3.0,6.0,2.0,1,1,0,3,8,0,0,0,0,0,0,0,CA,50,2014,1,January,30,Thursday,1,3,WorkDay,Winter,Recent
1542,Graduation,Single,56243.0,1,2,347.0,0.0,35.0,4.0,3.0,7.0,6,4,2,8,5,0,0,0,0,0,0,0,US,49,2013,12,December,30,Monday,4,0,WorkDay,Winter,Recent
4220,PhD,Married,59892.0,0,1,73.0,0.0,13.0,0.0,1.0,0.0,1,2,1,3,3,0,0,0,0,0,0,0,CA,54,2013,11,November,2,Saturday,4,5,WeekEnd,Fall,Recent
4141,Graduation,Together,71613.0,0,0,426.0,49.0,127.0,111.0,21.0,42.0,1,8,2,10,4,0,0,0,0,0,0,0,US,59,2013,8,August,21,Wednesday,3,2,WorkDay,Summer,Recent
1940,Graduation,Married,25252.0,1,0,1.0,3.0,4.0,2.0,2.0,6.0,1,1,0,2,8,0,0,0,0,0,0,0,AUS,38,2013,7,July,12,Friday,3,4,WorkDay,Summer,Recent
1506,Graduation,Single,42160.0,1,1,48.0,9.0,45.0,3.0,15.0,20.0,4,2,1,4,6,0,0,0,0,0,1,0,SP,49,2013,6,June,28,Friday,2,4,WorkDay,Summer,Recent
6347,Basic,Single,15862.0,1,0,1.0,1.0,4.0,11.0,9.0,10.0,1,1,0,3,8,0,0,0,0,0,0,0,SP,45,2013,6,June,27,Thursday,2,3,WorkDay,Summer,Recent
1361,Master,Married,82584.0,0,0,1076.0,68.0,103.0,29.0,91.0,68.0,1,3,4,8,1,0,1,1,0,0,1,0,SP,50,2013,6,June,4,Tuesday,2,1,WorkDay,Summer,Recent
9422,Graduation,Married,38360.0,1,0,36.0,2.0,42.0,20.0,21.0,10.0,2,2,1,4,3,0,0,0,0,0,0,0,AUS,35,2013,5,May,31,Friday,2,4,WorkDay,Spring,Recent
1081,PhD,Married,75283.0,1,2,733.0,9.0,180.0,12.0,19.0,66.0,11,6,3,5,4,0,0,0,0,0,0,0,SA,67,2013,3,March,27,Wednesday,1,2,WorkDay,Spring,Recent
7458,Master,Together,34941.0,1,1,39.0,2.0,25.0,4.0,3.0,24.0,2,3,0,3,8,0,0,0,0,0,0,0,AUS,68,2013,3,March,6,Wednesday,1,2,WorkDay,Spring,Recent
1012,Graduation,Single,61823.0,0,1,523.0,7.0,134.0,37.0,14.0,169.0,4,8,2,10,7,0,0,0,0,0,0,0,AUS,72,2013,2,February,18,Monday,1,0,WorkDay,Winter,Recent
5453,Master,Married,90226.0,0,0,1083.0,108.0,649.0,253.0,151.0,108.0,1,4,7,12,2,0,0,0,1,0,0,0,SA,68,2012,9,September,26,Wednesday,3,2,WorkDay,Fall,Recent
6818,Graduation,Married,44989.0,0,1,98.0,0.0,106.0,49.0,10.0,106.0,5,5,1,5,6,0,0,0,0,0,0,0,SP,50,2012,9,September,12,Wednesday,3,2,WorkDay,Fall,Recent
7807,Graduation,Married,44989.0,0,1,98.0,0.0,106.0,49.0,10.0,106.0,5,5,1,5,6,0,0,0,0,0,0,0,SP,50,2012,9,September,12,Wednesday,3,2,WorkDay,Fall,Recent
7532,Graduation,Married,43586.0,0,1,99.0,2.0,11.0,4.0,0.0,16.0,3,3,0,4,8,0,0,0,0,0,0,0,GER,44,2012,8,August,30,Thursday,3,3,WorkDay,Summer,Recent
8346,Graduation,Single,32233.0,1,0,138.0,15.0,35.0,25.0,11.0,72.0,2,6,2,2,9,1,0,0,0,0,1,0,SP,50,2012,8,August,19,Sunday,3,6,WeekEnd,Summer,Recent
5564,Graduation,Together,62882.0,0,1,509.0,133.0,497.0,78.0,24.0,97.0,2,7,5,6,4,0,0,0,0,0,0,0,AUS,55,2012,8,August,9,Thursday,3,3,WorkDay,Summer,Recent
